Station,Time_Valid,Time_Obs,Tdiff,T2_o,Td_o,WB_o,RH_o,SH_o,WD_o,WS_o,WG_o,PSFC_o,Vis_o,WX_o
71030099999,2013042814,2013-04-28T14:00:00,0,10,-2,4.46,42.95,nan,60,3.6,nan,nan,14484,Not_Parsed
71030099999,2013042815,2013-04-28T15:00:00,0,11,-2,5.02,40.18,nan,80,2,nan,nan,14484,Not_Parsed
71030099999,2013042816,2013-04-28T16:00:00,0,12,-4,5.03,32.39,nan,60,2.5,nan,nan,14484,Not_Parsed
71030099999,2013042817,2013-04-28T17:00:00,0,14,-4,6.09,28.42,nan,50,2,nan,nan,14484,Not_Parsed
71030099999,2013042818,2013-04-28T18:00:00,0,14.3,-2.2,6.74,31.88,0.003178384,150,2.6,nan,101720,14000,Not_Parsed
71030099999,2013042819,2013-04-28T19:00:00,0,16,-2,7.66,29.01,nan,200,2,nan,nan,14484,Not_Parsed
71030099999,2013042820,2013-04-28T20:00:00,0,15,1,8.08,38.51,nan,250,2.5,nan,nan,14484,Not_Parsed
71030099999,2013042821,2013-04-28T21:00:00,0,14,-4,6.09,28.42,nan,220,2.5,nan,nan,14484,Not_Parsed
71030099999,2013042822,2013-04-28T22:00:00,0,12,-6,4.54,27.83,nan,250,2,nan,nan,14484,Not_Parsed
71030099999,2013042823,2013-04-28T23:00:00,0,10,-3,4.18,39.87,nan,250,1.5,nan,nan,14484,Not_Parsed
71030099999,2013042900,2013-04-29T00:00:00,0,6.4,-2.9,2.11,51.32,0.003023122,280,2.1,nan,101520,14000,Not_Parsed
71030099999,2013042901,2013-04-29T01:00:00,0,6,-2,2.15,56.4,nan,nan,nan,nan,nan,14484,Not_Parsed
71030099999,2013042902,2013-04-29T02:00:00,0,2,-2,-0.15,74.74,nan,nan,nan,nan,nan,14484,Not_Parsed
71030099999,2013042903,2013-04-29T03:00:00,0,0,-2,-1.21,86.35,nan,nan,nan,nan,nan,14484,Not_Parsed
71030099999,2013042904,2013-04-29T04:00:00,0,-1,-3,-2.19,86.24,nan,nan,nan,nan,nan,14484,Not_Parsed
71030099999,2013042905,2013-04-29T05:00:00,0,-2,-3,-2.69,92.84,nan,nan,nan,nan,nan,14484,Not_Parsed
71030099999,2013042906,2013-04-29T06:00:00,0,-2.1,-2.8,-2.64,94.93,0.003044244,nan,nan,nan,101570,14000,Not_Parsed
71030099999,2013042907,2013-04-29T07:00:00,0,-2,-3,-2.69,92.84,nan,nan,nan,nan,nan,14484,Not_Parsed
71030099999,2013042908,2013-04-29T08:00:00,0,-3,-3,-3.15,100,nan,300,1.5,nan,nan,14484,Not_Parsed
71030099999,2013042909,2013-04-29T09:00:00,0,-3,-4,-3.69,92.78,nan,300,1.5,nan,nan,14484,Not_Parsed
71030099999,2013042910,2013-04-29T10:00:00,0,-2,-3,-2.69,92.84,nan,nan,nan,nan,nan,14484,Not_Parsed
71030099999,2013042911,2013-04-29T11:00:00,0,4,2,2.73,86.77,nan,nan,nan,nan,nan,14484,Not_Parsed
71030099999,2013042912,2013-04-29T12:00:00,0,10,2.4,5.94,59.13,0.004443498,50,1.5,nan,101660,14000,Not_Parsed
71035999999,2013042712,2013-04-27T12:00:00,0,0,0,-0.13,100,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042713,2013-04-27T13:00:00,0,1,1,0.88,100,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042714,2013-04-27T14:00:00,0,5,4,4.28,93.23,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042715,2013-04-27T15:00:00,0,9,-1,4.19,49.45,nan,210,2.5,nan,nan,nan,Not_Parsed
71035999999,2013042716,2013-04-27T16:00:00,0,11,-1,5.31,43.25,nan,160,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042717,2013-04-27T17:00:00,0,11,-2,5.02,40.18,nan,230,2.5,nan,nan,nan,Not_Parsed
71035999999,2013042718,2013-04-27T18:00:00,0,12,-3,5.29,34.91,nan,220,2.5,nan,nan,nan,Not_Parsed
71035999999,2013042719,2013-04-27T19:00:00,0,13,-3,5.83,32.69,nan,140,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042720,2013-04-27T20:00:00,0,13,-4,5.57,30.33,nan,200,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042721,2013-04-27T21:00:00,0,13,-4,5.57,30.33,nan,200,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042722,2013-04-27T22:00:00,0,13,-1,6.4,37.91,nan,220,2,nan,nan,nan,Not_Parsed
71035999999,2013042723,2013-04-27T23:00:00,0,13,-3,5.83,32.69,nan,290,3,nan,nan,nan,Not_Parsed
71035999999,2013042800,2013-04-28T00:00:00,0,12,-3,5.29,34.91,nan,350,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042801,2013-04-28T01:00:00,0,9,1,4.88,57.2,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042802,2013-04-28T02:00:00,0,7,0,3.41,60.97,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042803,2013-04-28T03:00:00,0,5,0,2.31,70.02,nan,360,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042804,2013-04-28T04:00:00,0,4,0,1.77,75.11,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042805,2013-04-28T05:00:00,0,2,0,0.76,86.56,nan,360,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042806,2013-04-28T06:00:00,0,1,-1,-0.22,86.45,nan,10,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042807,2013-04-28T07:00:00,0,0,-1,-0.7,92.95,nan,20,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042808,2013-04-28T08:00:00,0,0,-1,-0.7,92.95,nan,20,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042809,2013-04-28T09:00:00,0,0,-1,-0.7,92.95,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042810,2013-04-28T10:00:00,0,-1,-2,-1.7,92.89,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042811,2013-04-28T11:00:00,0,2,-1,0.28,80.46,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042812,2013-04-28T12:00:00,0,3,1,1.75,86.66,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042813,2013-04-28T13:00:00,0,5,2,3.2,80.89,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042814,2013-04-28T14:00:00,0,9,-1,4.19,49.45,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042815,2013-04-28T15:00:00,0,12,-1,5.86,40.48,nan,240,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042816,2013-04-28T16:00:00,0,14,1,7.56,41.08,nan,220,2,nan,nan,nan,Not_Parsed
71035999999,2013042817,2013-04-28T17:00:00,0,16,-2,7.66,29.01,nan,260,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042818,2013-04-28T18:00:00,0,17,-2,8.16,27.22,nan,250,2,nan,nan,nan,Not_Parsed
71035999999,2013042819,2013-04-28T19:00:00,0,17,0,8.76,31.52,nan,250,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042820,2013-04-28T20:00:00,0,19,-3,8.82,22.28,nan,290,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042821,2013-04-28T21:00:00,0,20,-4,8.99,19.43,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042822,2013-04-28T22:00:00,0,20,-2,9.57,22.56,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042823,2013-04-28T23:00:00,0,20,-2,9.57,22.56,nan,160,2.5,nan,nan,nan,Not_Parsed
71035999999,2013042900,2013-04-29T00:00:00,0,18,-1,8.94,27.51,nan,120,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042901,2013-04-29T01:00:00,0,12,4,7.62,57.99,nan,10,2,nan,nan,nan,Not_Parsed
71035999999,2013042902,2013-04-29T02:00:00,0,10,2,5.79,57.47,nan,30,1.5,nan,nan,nan,Not_Parsed
71035999999,2013042903,2013-04-29T03:00:00,0,8,3,5.16,70.64,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042904,2013-04-29T04:00:00,0,7,3,4.66,75.64,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042905,2013-04-29T05:00:00,0,6,2,3.7,75.46,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042906,2013-04-29T06:00:00,0,7,2,4.21,70.43,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042907,2013-04-29T07:00:00,0,7,2,4.21,70.43,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042908,2013-04-29T08:00:00,0,9,3,5.67,66.01,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042909,2013-04-29T09:00:00,0,6,2,3.7,75.46,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042910,2013-04-29T10:00:00,0,6,3,4.18,81.04,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042911,2013-04-29T11:00:00,0,6,3,4.18,81.04,nan,nan,nan,nan,nan,nan,Not_Parsed
71035999999,2013042912,2013-04-29T12:00:00,0,11,3,6.7,57.73,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042712,2013-04-27T12:00:00,0,6,3,4.18,81.04,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042713,2013-04-27T13:00:00,0,8,3,5.16,70.64,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042714,2013-04-27T14:00:00,0,10,3,6.18,61.71,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042715,2013-04-27T15:00:00,0,11,0,5.63,46.53,nan,260,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042716,2013-04-27T16:00:00,0,12,-2,5.57,37.6,nan,280,2,nan,nan,nan,Not_Parsed
71036799999,2013042717,2013-04-27T17:00:00,0,13,0,6.71,40.78,nan,230,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042718,2013-04-27T18:00:00,0,13,-1,6.4,37.91,nan,290,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042719,2013-04-27T19:00:00,0,14,-2,6.64,32.99,nan,240,2,nan,nan,nan,Not_Parsed
71036799999,2013042720,2013-04-27T20:00:00,0,15,-3,6.88,28.71,nan,230,3,nan,nan,nan,Not_Parsed
71036799999,2013042721,2013-04-27T21:00:00,0,15,-4,6.61,26.64,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042722,2013-04-27T22:00:00,0,15,-1,7.45,33.29,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042723,2013-04-27T23:00:00,0,14,-2,6.64,32.99,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042800,2013-04-28T00:00:00,0,11,0,5.63,46.53,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042801,2013-04-28T01:00:00,0,8,0,3.96,56.94,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042802,2013-04-28T02:00:00,0,6,0,2.85,65.32,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042803,2013-04-28T03:00:00,0,5,2,3.2,80.89,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042804,2013-04-28T04:00:00,0,5,0,2.31,70.02,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042805,2013-04-28T05:00:00,0,3,0,1.26,80.61,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042806,2013-04-28T06:00:00,0,2,0,0.76,86.56,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042807,2013-04-28T07:00:00,0,2,-1,0.28,80.46,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042808,2013-04-28T08:00:00,0,3,-1,0.81,74.93,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042809,2013-04-28T09:00:00,0,5,-1,1.92,65.09,nan,20,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042810,2013-04-28T10:00:00,0,5,-1,1.92,65.09,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042811,2013-04-28T11:00:00,0,9,0,4.52,53.2,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042812,2013-04-28T12:00:00,0,12,2,6.85,50.31,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042813,2013-04-28T13:00:00,0,11,3,6.7,57.73,nan,250,2.5,nan,nan,nan,Not_Parsed
71036799999,2013042814,2013-04-28T14:00:00,0,14,2,7.9,44.14,nan,220,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042815,2013-04-28T15:00:00,0,16,-2,7.66,29.01,nan,220,2,nan,nan,nan,Not_Parsed
71036799999,2013042816,2013-04-28T16:00:00,0,17,-1,8.45,29.3,nan,260,2,nan,nan,nan,Not_Parsed
71036799999,2013042817,2013-04-28T17:00:00,0,19,1,10.04,29.89,nan,260,2,nan,nan,nan,Not_Parsed
71036799999,2013042818,2013-04-28T18:00:00,0,19,1,10.04,29.89,nan,60,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042819,2013-04-28T19:00:00,0,20,0,10.18,26.12,nan,230,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042820,2013-04-28T20:00:00,0,21,-1,10.32,22.83,nan,240,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042821,2013-04-28T21:00:00,0,21,0,10.63,24.56,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042822,2013-04-28T22:00:00,0,21,0,10.63,24.56,nan,250,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042823,2013-04-28T23:00:00,0,20,0,10.18,26.12,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042900,2013-04-29T00:00:00,0,16,2,8.92,38.81,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042901,2013-04-29T01:00:00,0,13,2,7.38,47.11,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042902,2013-04-29T02:00:00,0,11,4,7.11,61.95,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042903,2013-04-29T03:00:00,0,10,4,6.61,66.23,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042904,2013-04-29T04:00:00,0,11,2,6.32,53.76,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042905,2013-04-29T05:00:00,0,11,2,6.32,53.76,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042906,2013-04-29T06:00:00,0,15,2,8.41,41.38,nan,150,2.5,nan,nan,nan,Not_Parsed
71036799999,2013042907,2013-04-29T07:00:00,0,13,2,7.38,47.11,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042908,2013-04-29T08:00:00,0,13,2,7.38,47.11,nan,150,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042909,2013-04-29T09:00:00,0,13,2,7.38,47.11,nan,170,1.5,nan,nan,nan,Not_Parsed
71036799999,2013042910,2013-04-29T10:00:00,0,12,3,7.22,54.03,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042911,2013-04-29T11:00:00,0,12,4,7.62,57.99,nan,nan,nan,nan,nan,nan,Not_Parsed
71036799999,2013042912,2013-04-29T12:00:00,0,14,4,8.63,50.87,nan,200,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042712,2013-04-27T12:00:00,0,4.5,1.6,2.77,81.41,0.004179423,180,1.5,nan,102070,nan,Not_Parsed
71063099999,2013042713,2013-04-27T13:00:00,0,6,2,3.7,75.46,nan,210,2.5,nan,nan,nan,Not_Parsed
71063099999,2013042714,2013-04-27T14:00:00,0,7,4,5.15,81.18,nan,220,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042715,2013-04-27T15:00:00,0,7,4,5.15,81.18,nan,250,2,nan,nan,nan,Not_Parsed
71063099999,2013042716,2013-04-27T16:00:00,0,8,5,6.13,81.31,nan,190,2,nan,nan,nan,Not_Parsed
71063099999,2013042717,2013-04-27T17:00:00,0,8,4,5.62,75.81,nan,190,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042718,2013-04-27T18:00:00,0,9.4,4.2,6.4,69.93,0.005032945,180,1.5,nan,101950,nan,Not_Parsed
71063099999,2013042719,2013-04-27T19:00:00,0,10,3,6.18,61.71,nan,210,2,nan,nan,nan,Not_Parsed
71063099999,2013042720,2013-04-27T20:00:00,0,12,5,8.04,62.2,nan,160,2.5,nan,nan,nan,Not_Parsed
71063099999,2013042721,2013-04-27T21:00:00,0,12,3,7.22,54.03,nan,140,2.5,nan,nan,nan,Not_Parsed
71063099999,2013042722,2013-04-27T22:00:00,0,13,4,8.13,54.3,nan,220,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042723,2013-04-27T23:00:00,0,13,3,7.74,50.59,nan,130,2,nan,nan,nan,Not_Parsed
71063099999,2013042800,2013-04-28T00:00:00,0,11.4,3.6,7.15,58.65,0.004842738,130,2.1,nan,101570,nan,Not_Parsed
71063099999,2013042801,2013-04-28T01:00:00,0,11,3,6.7,57.73,nan,110,2,nan,nan,nan,Not_Parsed
71063099999,2013042802,2013-04-28T02:00:00,0,9,3,5.67,66.01,nan,120,2,nan,nan,nan,Not_Parsed
71063099999,2013042803,2013-04-28T03:00:00,0,9,3,5.67,66.01,nan,110,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042804,2013-04-28T04:00:00,0,7,3,4.66,75.64,nan,nan,nan,nan,nan,nan,Not_Parsed
71063099999,2013042805,2013-04-28T05:00:00,0,6,3,4.18,81.04,nan,50,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042806,2013-04-28T06:00:00,0,5.4,3.2,4.01,85.69,0.004709513,nan,nan,nan,101530,nan,Not_Parsed
71063099999,2013042807,2013-04-28T07:00:00,0,5,3,3.72,86.87,nan,50,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042808,2013-04-28T08:00:00,0,5,3,3.72,86.87,nan,nan,nan,nan,nan,nan,Not_Parsed
71063099999,2013042809,2013-04-28T09:00:00,0,4,3,3.29,93.18,nan,50,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042810,2013-04-28T10:00:00,0,4,3,3.29,93.18,nan,30,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042811,2013-04-28T11:00:00,0,5,4,4.28,93.23,nan,nan,nan,nan,nan,nan,Not_Parsed
71063099999,2013042812,2013-04-28T12:00:00,0,8,4.4,5.82,77.97,0.005126224,50,2.1,nan,101510,nan,Not_Parsed
71063099999,2013042813,2013-04-28T13:00:00,0,10,4,6.61,66.23,nan,50,2.5,nan,nan,nan,Not_Parsed
71063099999,2013042814,2013-04-28T14:00:00,0,13,4,8.13,54.3,nan,50,2.5,nan,nan,nan,Not_Parsed
71063099999,2013042815,2013-04-28T15:00:00,0,16,5,10.02,47.98,nan,80,3,nan,nan,nan,Not_Parsed
71063099999,2013042816,2013-04-28T16:00:00,0,18,7,11.8,48.54,nan,90,3,nan,nan,nan,Not_Parsed
71063099999,2013042817,2013-04-28T17:00:00,0,19,7,12.26,45.59,nan,120,3,nan,nan,nan,Not_Parsed
71063099999,2013042818,2013-04-28T18:00:00,0,20.1,6.4,12.52,40.86,0.005912963,80,3.1,nan,101140,nan,Not_Parsed
71063099999,2013042819,2013-04-28T19:00:00,0,21,5,12.39,35.08,nan,100,4.6,nan,nan,nan,Not_Parsed
71063099999,2013042820,2013-04-28T20:00:00,0,22,5,12.83,32.99,nan,90,3.6,nan,nan,nan,Not_Parsed
71063099999,2013042821,2013-04-28T21:00:00,0,22,4,12.46,30.76,nan,110,2.5,nan,nan,nan,Not_Parsed
71063099999,2013042822,2013-04-28T22:00:00,0,21,4,12.01,32.7,nan,120,4.1,nan,nan,nan,Not_Parsed
71063099999,2013042823,2013-04-28T23:00:00,0,21,4,12.01,32.7,nan,100,3.6,nan,nan,nan,Not_Parsed
71063099999,2013042900,2013-04-29T00:00:00,0,19,4.5,11.27,38.33,0.005198647,100,3.6,nan,100800,nan,Not_Parsed
71063099999,2013042901,2013-04-29T01:00:00,0,17,5,10.51,45.02,nan,90,2.5,nan,nan,nan,Not_Parsed
71063099999,2013042902,2013-04-29T02:00:00,0,17,4,10.13,41.97,nan,90,3.6,nan,nan,nan,Not_Parsed
71063099999,2013042903,2013-04-29T03:00:00,0,15,4,9.14,47.69,nan,70,3.6,nan,nan,nan,Not_Parsed
71063099999,2013042904,2013-04-29T04:00:00,0,15,3,8.77,44.44,nan,80,3,nan,nan,nan,Not_Parsed
71063099999,2013042905,2013-04-29T05:00:00,0,14,3,8.26,47.4,nan,130,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042906,2013-04-29T06:00:00,0,13.7,4.6,8.72,54.11,0.005233635,230,2.6,nan,100830,nan,Not_Parsed
71063099999,2013042907,2013-04-29T07:00:00,0,13,6,8.97,62.43,nan,220,3,nan,nan,nan,Not_Parsed
71063099999,2013042908,2013-04-29T08:00:00,0,12,6,8.49,66.67,nan,220,2,nan,nan,nan,Not_Parsed
71063099999,2013042909,2013-04-29T09:00:00,0,11,6,8.02,71.24,nan,210,1.5,nan,nan,nan,Not_Parsed
71063099999,2013042910,2013-04-29T10:00:00,0,11,6,8.02,71.24,nan,150,2,nan,nan,nan,Not_Parsed
71063099999,2013042911,2013-04-29T11:00:00,0,12,6,8.49,66.67,nan,130,3,nan,nan,nan,Not_Parsed
71063099999,2013042912,2013-04-29T12:00:00,0,13.2,6.4,9.25,63.35,0.005926438,140,4.1,nan,100910,nan,Not_Parsed
71161099999,2013042712,2013-04-27T12:00:00,0,3.1,0.7,1.64,84.21,0.003936229,240,2.6,nan,101570,nan,Not_Parsed
71161099999,2013042718,2013-04-27T18:00:00,0,9.7,1.8,5.55,57.8,0.004267829,160,2.6,nan,101400,nan,Not_Parsed
71161099999,2013042800,2013-04-28T00:00:00,0,11.2,2.4,6.58,54.58,0.004471204,nan,nan,nan,101030,nan,Not_Parsed
71161099999,2013042806,2013-04-28T06:00:00,0,4,2.1,2.79,87.39,0.004379042,110,1.5,nan,100970,nan,Not_Parsed
71161099999,2013042812,2013-04-28T12:00:00,0,9.9,4.7,6.87,70.03,0.005267263,nan,nan,nan,100890,nan,Not_Parsed
71161099999,2013042818,2013-04-28T18:00:00,0,21.2,2.9,11.7,29.89,0.004653435,nan,nan,nan,100590,nan,Not_Parsed
71161099999,2013042900,2013-04-29T00:00:00,0,18.2,4.3,10.82,39.74,0.005154864,60,3.1,nan,100240,nan,Not_Parsed
71161099999,2013042906,2013-04-29T06:00:00,0,12.9,6,8.92,62.84,0.005795873,230,6.2,nan,100370,nan,Not_Parsed
71161099999,2013042912,2013-04-29T12:00:00,0,12.7,5.4,8.56,61.08,0.00555786,170,4.6,nan,100400,nan,Not_Parsed
71183099999,2013042712,2013-04-27T12:00:00,0,6.3,1,3.42,68.79,0.003978609,280,1.5,nan,102690,nan,Not_Parsed
71183099999,2013042718,2013-04-27T18:00:00,0,13.6,-3.1,6.12,31.2,0.002950427,200,4.1,nan,102480,nan,Not_Parsed
71183099999,2013042800,2013-04-28T00:00:00,0,13.2,-2,6.22,34.76,0.003210672,220,2.6,nan,102200,nan,Not_Parsed
71183099999,2013042806,2013-04-28T06:00:00,0,7.3,0.8,3.87,63.29,0.003940357,nan,nan,nan,102200,nan,Not_Parsed
71183099999,2013042812,2013-04-28T12:00:00,0,10.2,1.9,5.86,56.3,0.004266124,50,1.5,nan,102170,nan,Not_Parsed
71183099999,2013042818,2013-04-28T18:00:00,0,19.4,0.6,10.1,28.32,0.003895956,210,1.5,nan,101880,nan,Not_Parsed
71183099999,2013042900,2013-04-29T00:00:00,0,19.4,-0.8,9.66,25.58,0.003530079,100,2.1,nan,101540,nan,Not_Parsed
71183099999,2013042906,2013-04-29T06:00:00,0,14,1.6,7.76,42.89,0.004204134,110,3.1,nan,101470,nan,Not_Parsed
71183099999,2013042912,2013-04-29T12:00:00,0,13.2,4.2,8.31,54.35,0.005045315,160,2.1,nan,101700,nan,Not_Parsed
71294099999,2013042712,2013-04-27T12:00:00,0,2.9,1.5,1.97,90.48,0.004283366,nan,nan,nan,98880,nan,Not_Parsed
